id_protac,linker_canonical,warhead_canonical,e3_ligand_canonical,smiles_canonical
2317,C1CC(N2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2318,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2319,O=CN1CCN(C2CNC2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(C4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2320,O=CN1CCN(CC2CNC2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(CC4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2321,O=CN1CCN(C2CCNCC2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(C4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2322,O=CN1CCN(CC2CCNCC2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2323,C1CC(N2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC(N4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2324,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC(CN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2325,C1CN(C2CC3(CNC3)C2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CC5(C4)CN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)C5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2326,C1CN(CC2CC3(CNC3)C2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CC5(C4)CN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)C5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2327,C1CN(C2CC3(CCNC3)C2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CC5(CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2328,C1CN(CC2CC3(CCNC3)C2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CC5(CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2329,C1CN(C2CCC3(CCNCC3)CC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CCC5(CC4)CCN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)CC5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2330,C1CN(C2CCC3(CC2)CNC3)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CCC5(CC4)CN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C4)C5)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2331,C1CC2(C1)CCNCC2,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC4(CC3)CC(NC3=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C3)C4)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2332,C1CCC2(CC1)CCNCC2,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC4(CCC(NC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1
2333,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C[C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C[C@@H]1OC1=CC=C(C#N)C(Cl)=C1
2334,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C[C@@H](C2)OC3=CC(=C(C=C3)C#N)Cl,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,N#CC1=CC=C(O[C@H]2C[C@H](NC(=O)C3=CC=C(N4CCN(CC5CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)CC4)C=C3)C2)C=C1Cl
2335,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)F)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(F)=C1
2336,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)C(F)(F)F)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(C(F)(F)F)=C1
2337,C1CC(CN2CCNCC2)CCN1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(N=C3)C#N)C(F)(F)F)(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CN=C(C#N)C(C(F)(F)F)=C1
2338,COCCCCCOCCN,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
2339,COCCCOCCN,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
2340,COCCOCCOCCO,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
2341,COCCCOCCO,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
2342,COCCCCCOCCO,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
2343,COCCCOCCO,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
2344,CCOCC,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1
2345,CCCCOCC,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1
2346,CCCCCCOCC,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1
2347,CCCCCCCCOCC,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCCCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1
2348,C#CCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1
2349,C#CCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1
2350,C#CCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1
2351,C#CCCCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1
2352,C#CCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1
2353,C#CCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1
2354,C#CCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1
2355,C#CCCCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1
2356,C#CCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(CN(C2=O)C3CCC(=O)NC3=O)C=C1,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1
2357,C#CCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(CN(C2=O)C3CCC(=O)NC3=O)C=C1,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1
2358,C#CCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(CN(C2=O)C3CCC(=O)NC3=O)C=C1,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1
2359,C#CCCCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=CC2=C(CN(C2=O)C3CCC(=O)NC3=O)C=C1,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1
2360,C#CCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2C(=CC=C1)CN(C2=O)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1
2361,C#CCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2C(=CC=C1)CN(C2=O)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1
2362,C#CCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2C(=CC=C1)CN(C2=O)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1
2363,C#CCCCCCCCCCC=O,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,[R2]C1=C2C(=CC=C1)CN(C2=O)C3CCC(=O)NC3=O,CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1
2364,CCOCCOCCOCCOCC(N)=O,[R1]OC1=CC2=NC=CC(=C2C=C1S(=O)(=O)C(C)(C)C)NC3=CC4=C(C=C3)SC=N4,[R2][C@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C)NC)C(=O)N[C@H](CC)C2=CC=CC=C2,CC[C@@H](NC(=O)[C@@H]1C[C@H](NC(=O)COCCOCCOCCOCCOC2=CC3=NC=CC(NC4=CC=C5SC=NC5=C4)=C3C=C2S(=O)(=O)C(C)(C)C)CN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C1=CC=CC=C1
2365,CCOCCOCCOCCOCC=O,[R1]OC1=CC2=NC=CC(=C2C=C1S(=O)(=O)C(C)(C)C)NC3=CC4=C(C=C3)SC=N4,[R2]N1CCC(CC1)[C@@H](C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC(=O)[C@H](C)NC,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)COCCOCCOCCOCCOC2=CC3=NC=CC(NC4=CC=C5SC=NC5=C4)=C3C=C2S(=O)(=O)C(C)(C)C)CC1
