id_protac,linker_canonical,warhead_canonical,e3_ligand_canonical,smiles_canonical
600,CCNC(=O)CCC=O,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
601,CCCCNC(=O)CCC=O,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
602,CCCCCCNC(=O)CCC=O,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
603,O=CCCC(=O)NCCNC(=O)CO,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
604,O=CCCC(=O)NCCCCNC(=O)CO,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
605,O=CCCC(=O)NCCCCCCNC(=O)CO,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
606,O=CCOCCOCCNC(=O)CO,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1
607,O=CCCC(=O)NCCCOCCOCCOCCCNC(=O)CO,[R1]N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCC(NC(=O)C2=C(NC(=O)C3=C(Cl)C=CC=C3Cl)C=N[NH]2)CC1)NCCCOCCOCCOCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
608,O=CCCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1
609,O=CCCCCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1
610,CCNC(=O)CCC=O,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
611,CCCCNC(=O)CCC=O,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
612,CCCCCCNC(=O)CCC=O,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
613,O=CCCC(=O)NCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
614,O=CCCC(=O)NCCCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
615,O=CCCC(=O)NCCCCCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
616,O=CCOCCOCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1
617,O=CCCC(=O)NCCCOCCOCCOCCCNC(=O)CO,[R1]N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,O=C(CCC(=O)N1CCN(CC2=CC=C(NC(=O)C3=C(NC4=NC=NC5=C4C=C[NH]5)C=N[NH]3)C=C2)CC1)NCCCOCCOCCOCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
618,CC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
619,CCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
620,CCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
621,CCCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
622,CCCCCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
623,CCCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
624,CCCCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
625,CCCCCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
626,CCCCCCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
627,CCOCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
628,COCCOCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
629,COCCCOCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
630,CCOCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
631,CCOCCOCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCN3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1
632,CCCCCC=O,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCC(=O)N(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
633,CCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
634,CCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
635,CCCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
636,CCCCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
637,CCCCCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
